OBJECTID,School Name,Address,Address2,City,State,Zip,County,Contact Name,Title,Phone,Email / Contact Page,Institute Type Description,Institute Sub Type Description,Record Type Description,Community Type Description,District Type Description,School District Location,Institute ID,SED Code,x,y
70,GERSH ACADEMY-AYM,11-20 46TH RD,,LONG ISLAND CITY,NY,11101,QUEENS,HELENE HAN,HEAD OF SCHOOL,6466705999,HHan@aymschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 30,800000093562,343000996764,588652.795266706,4511035.45221476
71,GOTHAM TECH HIGH SCHOOL,28-04 41ST AVE,,LONG ISLAND CITY,NY,11101,QUEENS,LISA ELKAABI,PRINCIPAL,,LElkaabi@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 30,800000092671,343000011417,589696.323830524,4511686.47819038
72,SUNSET PARK AVENUES ELEMENTARY SCHOOL,4308 4TH AVE,,BROOKLYN,NY,11232,KINGS,JESSICA KNUDSON,,7183698330,jknudson2@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 15,800000077829,331500010516,583798.862992661,4500421.17330833
73,DARKEI CHAIM,1318 43RD ST,,BROOKLYN,NY,11219,KINGS,BEN EINHORN,DIRECTOR,7184350894,darkeichaim@live.com,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),,,NYC GEOG DIST 20,800000093561,332000226763,585561.385633957,4499060.39626908
74,CORTLAND JUNIOR HIGH SCHOOL,8 VALLEY VIEW DR,,CORTLAND,NY,13045,CORTLAND,JOHN ZARCONE,PRINCIPAL,6077584110,jzarcone@cortlandschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),SMALL CITIES,,CORTLAND CITY SD,800000089606,110200010012,403622.178982063,4715797.045068
75,YESHIVAT BNEI TORAH,147-22 73RD AVE,,FLUSHING,NY,11367,QUEENS,YAEL YAGUDAEV,ADMINISTRATOR,3472057141,services@yeshivatbneitorah.org,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),,,NYC GEOG DIST 25,800000093563,342500226765,599845.021039239,4508935.95306847
76,YESHIVA BEIS CHAYA MUSHKA,755 EASTERN PKWY,,BROOKLYN,NY,11213,KINGS,LEVI PLOTKIN,PRINCIPAL,7187560770,rabbiplotkin@beischayamushka.com,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),,,NYC GEOG DIST 17,800000093565,331700226767,589312.967256031,4502644.15763966
77,MESORAHS MIRIAM,900 RTE 45,,NEW CITY,NY,10956,ROCKLAND,JOEL SPITZER,ADMINISTRATOR,8452405865,admin@mesorahsmiriam.org,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),,,EAST RAMAPO CSD (SPRING VALLEY),800000093566,500402226768,581104.962955615,4556611.27651414
78,MOSDOS SATMAR OF BLOOMINGBURG,78 YD GOLDBERGER LN,,BLOOMINGBURG,NY,12721,ORANGE,EZIEL FLEISCHMAN,ADMINISTRATOR,3472775155,eziel@satmarkyl.org,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),,,PINE BUSH CSD,800000093557,440401226760,546254.351728911,4600832.71978386
79,SHERI TORAH - BB,27 CHEVRON RD,,MONROE,NY,10950,ORANGE,MOISHE OSTREICHER,ADMINISTRATOR,8457828800,meoceo@satmarkj.org,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS,,MONROE-WOODBURY CSD,800000092303,440401226555,569383.500389974,4578207.96987868
80,RIVERRUN MONTESSORI,210 MORRIS RD,,SCHENECTADY,NY,12303,SCHENECTADY,AMY KLEIN,ADMINISTRATOR,9176707228,amy27klein@gmail.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS,,ROTTERDAM-MOHONASEN CSD,800000093180,530515996702,590528.495077606,4733533.00064689
81,SOUTH BRONX CLASSICAL CHARTER SCHOOL VI,1734 WILLIAMSBRIDGE RD,,BRONX,NY,10461,BRONX,DOMINIQUE NUTE,CHARTER SCHOOL LEADER,9175393154,dnute@stradfordprep.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),NEW YORK CITY,,NYC GEOG DIST 11,800000089929,321100861138,596879.586595275,4522728.34273758
82,CHESTERTON ACADEMY OF BUFFALO,5331 GENESEE ST,,BOWMANSVILLE,NY,14026,ERIE,JESSE SALTARELLI,HEADMASTER,7166748101,headmaster@buffalochestertonacademy.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS,,LANCASTER CSD,800000087223,142801996322,199659.082325436,4760906.72366882
83,MARY J TANNER PRIMARY SCHOOL,9523 STATE ROUTE 22,,GRANVILLE,NY,12832,WASHINGTON,BREANNE TAYLOR,PRINCIPAL,5186421051,btaylor@granvillecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS,,GRANVILLE CSD,800000035967,640701040002,638527.986009062,4809975.15020217
84,ZUCKER JEWISH ACADEMY OF QUEENS,8606 135TH ST,,RICHMOND HILL,NY,11418,QUEENS,KENNETH SCHARF,ADMINISTRATOR,9175967105,pscharf@thejei.org,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),,,NYC GEOG DIST 28,800000093554,342800226757,599622.570705878,4506753.57979799
85,SHERI TORAH - 5 YD,5 YD GOLDBERGER DR,,MONROE,NY,10950,ORANGE,MOISHE OSTREICHER,CEO,8457828800,meoceo@satmarkj.org,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),,,MONROE-WOODBURY CSD,800000093556,441201226759,568969.582769682,4576364.29811577
86,CONGREGATION BAIS CHINUCH TORES EMACHU INC,116 COLLEGE RD,,MONSEY,NY,10952,ROCKLAND,HENTCHY HONIG,ADMINISTRATOR,8454264110,baischinuchte@gmail.com,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS,,EAST RAMAPO CSD (SPRING VALLEY),800000091727,500402226504,576756.821439543,4553389.25168565
87,MS 297,75 MORTON ST,,NEW YORK,NY,10014,NEW YORK,CLAUDIA RIVERA,PRINCIPAL,2122957555,CRivera42@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 2,800000089611,310200010297,583786.872974693,4509386.4627436
88,BRONX DEBATE ACADEMY,1302 EDWARD L GRANT HWY,,BRONX,NY,10452,BRONX,CHARLES NEBLETT,PRINCIPAL,,CNeblett@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 9,800000093364,320900010644,590934.462685985,4521406.90075728
89,KHALIL GIBRAN INTERNATIONAL ACADEMY,382 SCHERMERHORN ST 6TH FL,,BROOKLYN,NY,11217,KINGS,AMANDA HUNTER,PRINCIPAL,7182372502,ahunter3@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 15,800000060374,331500011592,586214.086612086,4504449.57534524
90,GIRLS PREP CS - BRONX HS,1160 BEACH AVE,,BRONX,NY,10472,BRONX,JANELLE BRADSHAW,ADMINISTRATOR,7186656090,jbradshaw@publicprep.org,PUBLIC SCHOOLS,SATELLITE SITE FOR CHARTER SCHOOLS,OTHER- NON IMF,NEW YORK CITY,,NYC GEOG DIST 8,800000084108,800000084108,595652.142755843,4520419.7152779
91,AHAVAS BAIS YAAKOV,12 NORTH AIRMONT RD,,SUFFERN,NY,10901,ROCKLAND,HADASSAH KLEIN,ADMINISTRATOR,9142617054,hk@ahavasby.org,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS,,SUFFERN CSD,800000093025,500402226663,574345.02282525,4551810.49031973
92,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,681 KELLY ST,,BRONX,NY,10455,BRONX,MARQUITTA SPELLER-RICHARDSON,CHARTER SCHOOL LEADER,2123466000,mspeller@publicprep.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),NEW YORK CITY,,NYC GEOG DIST 8,800000064291,321200860940,592620.478212627,4518875.86996431
93,CONGREGATION TALMIDEI MESIVTA TIFERES SHMIEL ALEKSANDER,1637 62ND ST,,BROOKLYN,NY,11204,KINGS,YAAKOV SINGER,ADMINISTRATOR,7184352106,yfsinger@gmail.com,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 20,800000085103,332000226218,585269.804196996,4497403.05278541
94,DESIGN WORKS,29 6 AVE,,BROOKLYN,NY,11217,KINGS,CORINTH HUNTER,PRINCIPAL,,CHunter5@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 13,800000093014,331300011963,586712.59835915,4503916.35654617
95,BRIDGES:  A SCHOOL FOR EXPLORATION AND EQUITY,29 6 AVE,,BROOKLYN,NY,11217,KINGS,DANIELLE SCOTT,PRINCIPAL,,dscott20@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 13,800000091318,331300010915,586712.59835915,4503916.35654617
96,SOUTHERN TIER CATHOLIC SCHOOL,921 N UNION ST,,OLEAN,NY,14760,CATTARAUGUS,BRITTANY NICHOLS,PRINCIPAL,7163728122,brittany.nichols@walshstcs.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC BUFFALO DIOCESE,NON PUBLIC SCHOOL (IMF),SMALL CITIES,,OLEAN CITY SD,800000054729,042400139126,215982.721787844,4665519.03972199
97,CONGREGATION YESHIVA RACHMISTRIVKA,64 POLNOYA RD,,NEW SQUARE,NY,10977,ROCKLAND,NISSON FRIESEL,ADMINISTRATOR,8452003603,nfriesel@yrah.org,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),,,EAST RAMAPO CSD (SPRING VALLEY),800000093539,500402226750,581304.603254793,4555516.44587344
98,PS 253,2953 BRIGHTON 6TH ST,,BROOKLYN,NY,11235,KINGS,LAURI CASALE,PRINCIPAL,7183323331,lcasale3@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 21,800000044129,332100010253,587851.17706541,4492630.80363377
99,BAIS BROCHO,50 SLINN AVE,,SPRING VALLEY,NY,10977,ROCKLAND,SHLOMO PILCHLCK,ADMINISTRATOR,8454995922,Admin@bbmonsey.org,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),,,EAST RAMAPO CSD (SPRING VALLEY),800000093542,500402226752,580895.213641288,4553041.41516438
100,CATSKILL WHEELHOUSE,5599 NY RTE 23,,ACRA,NY,12405,GREENE,ALANNA NAVITSKI,PROGRAM FACILITATOR,5189434649,alanna@catskillwheelhouse.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS,,CAIRO-DURHAM CSD,800000089451,190301996286,576200.99660659,4685262.32230904
101,BOVL-WSB DICKINSON AVE ANNEX,120 DICKINSON AVE,,EAST NORTHPORT,NY,11731,SUFFOLK,KIM COOPER,CEO,6315861309,kcooper@wsboces.org,BOCES,BOCES VIRTUAL LOCATION,BOCES VIRTUAL LOCATION (NON-IMF),,,BOCES EASTERN SUFFOLK,800000093540,800000093540,640348.046736583,4527620.558069
102,HUDSON VALLEY MONTESSORI ENRICHMENT LLC,877 RT 17M-STE B,,MIDDLETOWN,NY,10940,ORANGE,ANDREA BARRA,DIRECTOR,8453617177,admin@hvmontessori.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),,,MIDDLETOWN CITY SD,800000093541,441000996751,549163.037087832,4593364.32559181
103,ZETA CHARTER SCHOOL -  BRONX TREMONT PARK,1910 ARTHUR AVE,,BRONX,NY,10457,BRONX,EMILY KIM,CHARTER SCHOOL LEADER,9083582281,emily.kim@zetaschools.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),NEW YORK CITY,,NYC GEOG DIST 12,800000091170,321200861182,593304.680237964,4522197.64294228
104,BAKER HALL INC DBA OLV HUMAN SERVICES,51 ST JOHN'S PARKSIDE,,BUFFALO,NY,14210,ERIE,CINDY LEE,EXECUTIVE DIRECTOR,7168287955,clee@olvhumanservices.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CITIES,,BUFFALO CITY SD,800000090893,140600996452,189099.442500887,4751193.18911223
105,BAKER HALL INC DBA OLV HUMAN SERVICES,125 MARTIN RD,,LACKAWANNA,NY,14218,ERIE,CINDY LEE,DIRECTOR,7168289517,clee@olvhumanservices.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CITIES,,LACKAWANNA CITY SD,800000090892,141800996451,187743.530468934,4747404.95643524
106,BAKER HALL RESIDENTIAL TREATMENT FACILITY,150 MARTIN RD,,LACKAWANNA,NY,14218,ERIE,TRISTA KLEOTZER,PRINCIPAL,7168287689,tkleotzer@olvhumanservices.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CITIES,,LACKAWANNA CITY SD,800000052113,141800996614,187794.105544725,4747728.93292074
107,BAKER HALL INC DBA OLV HUMAN SERVICES,777 RIDGE RD,,LACKAWANNA,NY,14218,ERIE,STEPHANIE GUADAGNA,PRINCIPAL,7168289517,sguadagna@bakervictoryservices.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC BUFFALO DIOCESE,NON PUBLIC SCHOOL (IMF),SMALL CITIES,,LACKAWANNA CITY SD,800000052100,141800137227,187522.4331376,4748509.3720903
108,BAKER HALL INC,650 RIDGE RD,,LACKAWANNA,NY,14218,ERIE,TRISTA KLEOTZER,LEAD PRINCIPAL,7168287689,tkleotzer@olvhs.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CITIES,,LACKAWANNA CITY SD,800000093047,141800136683,187124.522541297,4748596.36322066
109,YESHIVA KETANA SATMAR BP,1364 52ND ST,,BROOKLYN,NY,11219,KINGS,FAIVEL GANCZ,DIRECTOR,7186862801,SATMARYKBP@GMAIL.COM,NON-PUBLIC SCHOOLS,JEWISH,NON PUBLIC SCHOOL (IMF),,,NYC GEOG DIST 20,800000093545,332000206754,585223.745127972,4498421.84231215
110,CRISTO REY BROOKLYN HIGH SCHOOL,710 E 37TH ST,,BROOKLYN,NY,11203,KINGS,DEANNA PHILIPPE,PRINCIPAL,7184553555,dphilippe@cristoreybrooklyn.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,NON PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 32,800000062751,333200125708,589483.964512286,4499277.22259402
111,PS 143 LOUIS ARMSTRONG,34-55 112TH ST,,CORONA,NY,11368,QUEENS,JUSTINE LUCAS,PRINCIPAL,7184295700,jlucas5@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 24,800000043380,342400010143,596568.7101294,4512206.00896894
112,PEACE ACADEMY INC,931-955 CONEY ISLAND AVE,,BROOKLYN,NY,11230,KINGS,ZAKARYA KHAN,PRESIDENT,,udiyana1@hotmail.com,NON-PUBLIC SCHOOLS,ISLAMIC,NON PUBLIC SCHOOL (IMF),,,NYC GEOG DIST 22,800000093544,332200626753,587332.514288148,4498720.70776003
113,UNITED CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE,99 TERRACE VIEW AVE-RM 254,,BRONX,NY,10463,BRONX,CHRISTINA WAGENAAR,CHARTER SCHOOL LEADER,7188177683,twagenaar23@unitedcharter.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),NEW YORK CITY,,NYC GEOG DIST 10,800000070185,321000860999,591624.129719511,4525700.91319224
114,UNITED CHARTER HIGH SCHOOL FOR THE HUMANITIES,99 TERRACE VIEW AVE-RM 360,,BRONX,NY,10463,BRONX,LILLIAN LOPEZ,CHARTER SCHOOL LEADER,7188177686,llopez5@unitedcharter.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),NEW YORK CITY,,NYC GEOG DIST 10,800000070186,321000860704,591624.129719511,4525700.91319224
115,PS 41 CROCHERON,34-06 214TH LANE,,BAYSIDE,NY,11361,QUEENS,JOSEPH FERRARA,PRINCIPAL,7184238333,jferrara3@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 26,800000043054,342600010041,603702.073819372,4513964.62360438
116,SUCCESS ACADEMY CHARTER SCHOOL-HUDSON YARDS,500 W 41ST ST,,NEW YORK,NY,10036,NEW YORK,KALEIGH MAINES,CHARTER SCHOOL LEADER,2128459684,sahy.mainoffice@saschools.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),NEW YORK CITY,,NYC GEOG DIST 2,800000084526,310200861087,584721.180374835,4512488.95639296
117,NEXT GENERATION CHARTER SCHOOL,180 W 165TH ST,,BRONX,NY,10452,BRONX,MALIK RUSSELL,CEO,7188930640,malik.russell@nngcs.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),,,NYC GEOG DIST 12,800000093526,321200861203,590203.107589984,4520925.53003591
118,DIAMOND CHARTER SCHOOL,353 BROADWAY,,ALBANY,NY,12246,NASSAU,MARK CRUSANTE,CEO,2022159000,crusante@diamondcharterschool.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),,,HEMPSTEAD UFSD,800000093537,280201861213,602477.028983534,4722391.26095001
119,CAPITAL PREPARATORY CHARTER SCHOOL NEW ROCHELLE,2041 MADISON AVE,,NEW YORK,NY,10035,WESTCHESTER, ,,,,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),,,NEW ROCHELLE CITY SD,800000093536,661100861212,589537.141591976,4518032.24170006
120,BRICK ROCHESTER ACADEMY CHARTER SCHOOL,30 RICH ST,,BUFFALO,NY,14211,MONROE,DOMINIQUE LEE,CEO,8622361334,dlee@brickeducation.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),,,ROCHESTER CITY SD,800000093535,261600861211,186265.940254635,4757075.12992684
121,SOUTH BRONX CLASSICAL CHARTER SCHOOL V,977 FOX ST,,BRONX,NY,10459,BRONX,LESTER LONG,CEO,7188604340,llong@classicalcharterschools.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),,,NYC GEOG DIST 8,800000093527,320800861204,593263.591176388,4519595.41704262
122,ZETA CHARTER SCHOOL - NEW YORK CITY 5,425 WESTCHESTER AVE,,BRONX,NY,10455,QUEENS,EMILY KIM,CEO,9494583000,emily.kim@zetaschools.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),,,NYC GEOG DIST 24,800000093530,342400861207,591430.271428998,4518960.13009058
123,URBAN DOVE TEAM CHARTER SCHOOL V,1256 EAST 21ST ST,,BROOKLYN,NY,11210,KINGS,JAI NANDA,CEO,9175759842,jnanda@urbandove.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),,,NYC GEOG DIST 13,800000093534,331300861210,588394.50887964,4497383.91175672
124,SUCCESS ACADEMY CHARTER SCHOOL - NYC 17,"95 PINE ST, FL 6",,NEW YORK,NY,10005,BRONX,LORENZO SMITH,BOARD CHAIR,6465974642,boardchair@successacademies.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),,,NYC GEOG DIST 10,800000093528,321000861205,595209.216092078,4504331.4391682
125,SUCCESS ACADEMY CHARTER SCHOOL - NYC 18,"95 PINE ST, FL 6",,NEW YORK,NY,10005,BRONX,LORENZO SMITH,BOARD CHAIR,6465974642,boardchair@successacademies.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),,,NYC GEOG DIST 10,800000093529,321000861206,595209.216092078,4504331.4391682
126,GREEN TECH ROCHESTER ELEMENTARY CHARTER SCHOOL FOR BOYS,"1100 SOUTH GOODMAN ST, STE 200",,ROCHESTER,NY,14620,MONROE,PAUL MILLER,CEO,5855056910,pmiller@charterchampions.org,PUBLIC SCHOOLS,CHARTER SCHOOL,CHARTER SCHOOLS (IMF),,,ROCHESTER CITY SD,800000093538,261600861214,288631.816658898,4778732.56438241
127,BOVL - KINGSBOROUGH,24 W 11TH AVE,,GLOVERSVILLE,NY,12078,HAMILTON,ALEXANDRIA CHASE,ADMINISTRATOR,5187755750,achase@hfmboces.org,BOCES,BOCES VIRTUAL LOCATION,BOCES VIRTUAL LOCATION (NON-IMF),,,BOCES HAMILTON-FULTON-MONTGOMERY,800000093088,800000093088,553557.221672904,4768130.80749474
128,PS 32 STATE STREET,33-59 171 ST,,FLUSHING,NY,11358,QUEENS,DEBRA ERRICO,PRINCIPAL,7184633747,derrico@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 25,800000043231,342500010032,601754.019900042,4513370.33271378
129,ROBERT HALMI SENIOR ACADEMY OF FILM AND TELEVISION,463 HAWTHORNE AVE,,YONKERS,NY,10705,WESTCHESTER,MARK AMETRANO,PRINCIPAL,9143768057,mametrano@yonkerspublicschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),LARGE CITIES,,YONKERS CITY SD,800000093411,662300010060,591877.619099387,4529996.47862952
130,BAY RIDGE CATHOLIC ACADEMY,365 83RD ST,,BROOKLYN,NY,11209,KINGS,PAUL MORISI,PRINCIPAL,7187457643,PMorisi@diobrook.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,NON PUBLIC SCHOOL (IMF),NEW YORK CITY,,NYC GEOG DIST 20,800000044337,332000126013,582223.755632224,4497611.27909745
131,CHAMPION PEAK SCHOOL,16568 COUNTY RTE 161,,WATERTOWN,NY,13601,LEWIS, ,,,,NON-PUBLIC SCHOOLS,MENNONITES,NON PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS,,COPENHAGEN CSD,800000089443,230201656283,436051.843580767,4861819.09889488
132,CASTILE CHRISTIAN ACADEMY,26 BEECHWOOD AVE,,CASTILE,NY,14427,WYOMING,DAVID MITZEL,PRINCIPAL,5854932528,jburdick@castilechristian.org,INDEPENDENT ORGANIZATIONS,NON-IMF NONPUBLIC SCHOOLS,OTHER- NON IMF,SMALL CENTRAL DISTRICTS,,LETCHWORTH CSD,800000050826,800000050826,249401.317868548,4724496.3701047
133,BRIGHTON ACADEMY,309 W BRIGHTON AVE,,SYRACUSE,NY,13205,ONONDAGA,PETER NEEVES,PRINCIPAL,3154354535,pneeves@scsd.us,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),LARGE CITIES,,SYRACUSE CITY SD,800000091317,421800010075,406233.169894863,4763622.67173891
134,OUR LADY OF FATIMA CATHOLIC ACADEMY,25-38 80 ST,,EAST ELMHURST,NY,11370,QUEENS,MARGARET ROGERS,PRINCIPAL,,mrogers@diobrook.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,NON PUBLIC SCHOOL (IMF),,,NYC GEOG DIST 30,800000093511,343000126745,593808.92599362,4512884.91998635
135,HVICC ISLAMIC SCHOOL WESTCHESTER INC,3680 LEXINGTON AVE,,MOHEGAN LAKE,NY,10547,WESTCHESTER,ABEL NOFAL,DIRECTOR,9146198913,abelnofal@gmail.com,NON-PUBLIC SCHOOLS,ISLAMIC,NON PUBLIC SCHOOL (IMF),,,LAKELAND CSD,800000093518,662401626747,595449.024451452,4575600.54697123
136,SCHOOL IN THE SQUARE HS,12 SHERMAN AVE,,NEW YORK,NY,10040,NEW YORK,PANOREA PANAGIOSOULIS,CEO,7187090640,ppanagiosoulis@schoolinthesquare.org,PUBLIC SCHOOLS,SATELLITE SITE FOR CHARTER SCHOOLS,OTHER- NON IMF,NEW YORK CITY,,NYC GEOG DIST 6,800000093302,800000093302,590212.281603732,4524072.40275177
137,BOVL - CENTER FOR INNOVATIVE TEACHING AND LEARNING-MT MARION,744 GLASCO TPKE,,SAUGERTIES,NY,12477,ULSTER,TONYA GRIFFITHS,ADMINISTRATOR,8453345930,TGRIFFITHS@ULSTERBOCES.ORG,BOCES,BOCES VIRTUAL LOCATION,BOCES VIRTUAL LOCATION (NON-IMF),,,BOCES ULSTER,800000093097,800000093097,582758.660433826,4654869.38476255
138,BOCES MASERA MIDDLE SCHOOL,650 UDALL RD,,WEST ISLIP,NY,11795,SUFFOLK,KAI WATKINS,ADMINISTRATOR,6318445680,kwatkins@esboces.org,BOCES,BOCES BUILDINGS,BOCES BUILDING (NON-IMF),,,BOCES EASTERN SUFFOLK,800000093504,800000093504,643399.148308927,4509285.75159268
139,BOVL - OCM INTENSIVE ADOLESCENT DAY TREATMENT,1710 STATE RT 13,,CORTLAND,NY,13045,ONONDAGA,KAREN KIECHLE,ADMINISTRATOR,6077585241,kkiechle@ocmboces.org,BOCES,BOCES VIRTUAL LOCATION,BOCES VIRTUAL LOCATION (NON-IMF),,,BOCES ONONDAGA-CORTLAND-MADISON,800000081315,800000081315,404936.747952061,4718809.36858223
140,BOVL - OCM STARS ALTERNATIVE HIGH SCHOOL,6820 THOMPSON RD,,SYRACUSE,NY,13221,ONONDAGA,SHANNON HAYNES,ADMINISTRATOR,3154318400,shaynes@ocmboces.org,BOCES,BOCES VIRTUAL LOCATION,BOCES VIRTUAL LOCATION (NON-IMF),,,BOCES ONONDAGA-CORTLAND-MADISON,800000081293,800000081293,410856.055822664,4772689.32332608
141,BOVL - OCM SKATE - EMS HIGH SCHOOL,6400 FREMONT RD,,EAST SYRACUSE,NY,13057,ONONDAGA,BRYAN FINLON,ADMINISTRATOR,3154534437,bfinlon@ocmboces.org,BOCES,BOCES VIRTUAL LOCATION,BOCES VIRTUAL LOCATION (NON-IMF),,,BOCES ONONDAGA-CORTLAND-MADISON,800000082377,800000082377,416396.619125685,4770409.22190915
